,company_name,job_title,experience,salary,location,desc,skills
1030,Cognizant Technology Solutions India Ltd,Senior Associate - Analytics,4-8 Yrs,Not disclosed,Chennai, Roles and ResponsibilitiesNot ApplicableQualification:• Post-grad in one of the followi...,"R ,Exploratory Data Analysis ,NLP ,Time Series ,Statistical Modeling ,Model Validation ,Decision Trees ,Deep Learning ,"
1031,Symmetrical Global Search Pvt Ltd,HadoopDevloper,1-3 Yrs,Not disclosed,Gurgaon," Job Description : HadoopDevloper Skills: Machine Learning, R, Hadoop, HDFS, HBase, Hive...","Data analysis ,Data modeling ,Analytical ,Machine learning ,Javascript ,Information retrieval ,HTML ,MATLAB ,"
1032,Krazy Mantra HR Solutions Pvt. Ltd,Senior Data Analyst - IT (Pune),4-8 Yrs,"10,00,000 - 20,00,000 PA.",Pune, Should have a very good hands on experience in working with Amazon Web Services (AWS) b...,"ETL ,AWS ,IT Skills ,Python ,Data Science ,Cloud ,AWS ,python ,"
1033,Msg.ai,Data Scientist,3-5 Yrs,Not disclosed,Gurgaon, Deep knowledge and experience in both key areas Information Extraction (from structured...,"Computer science ,Analytical ,Artificial Intelligence ,Machine learning ,Information retrieval ,Natural language processing ,Customer service ,Apache ,"
1034,ExecBoardinAsia,Associate Director - Data Science & AI Engineering,5-10 Yrs,Not disclosed,Pune, Understanding of not only how to develop data science analytic models but how to operat...,"deep learning ,NoSQL ,Simulation ,data science ,RDBMS ,Machine learning ,Predictive modeling ,Associate Director ,"
1035,COLLABERA,Machine Learning Specialist,4-9 Yrs,Not disclosed,Bengaluru," Good understanding of model development, model validation techniques / metrics and mode...","NLP ,Machine Learning ,Python ,Nltk ,Tensorflow ,Data Science ,Cnn ,Rnn ,"
1036,Accenture Solutions Pvt Ltd,Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bengaluru, Please note that this role may require you to work in rotational shiftsQualifications: ...,"Publishing ,Statistical analysis ,Architecture ,data science ,big data analytics ,Consulting ,Machine learning ,Predictive modeling ,"
1037,Accenture Solutions Pvt Ltd,Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Mumbai, Please note that this role may require you to work in rotational shiftsQualifications: ...,"Publishing ,Statistical analysis ,Architecture ,data science ,big data analytics ,Consulting ,Machine learning ,Predictive modeling ,"
1038,IBM India Pvt. Limited,Senior Software Engineer_ML,8-10 Yrs,Not disclosed,Bengaluru, Roles and ResponsibilitiesIntroductionSoftware Developers at IBM are the backbone of ou...,"Pytorch ,Tensorflow ,Object Detection ,Artificial Intelligence ,Keras ,Computer Vision ,Machine Learning ,Deep Learning ,"
1039,Wipro Limited,AI/ML Architect,7-12 Yrs,Not disclosed,Bengaluru," Masters, PhD, or equivalent experience in a quantitative field (Mathematics, Computer S...","R ,NLP ,Artificial Intelligence ,Natural Language Processing ,Neural Networks ,Machine Learning ,Python ,"
1040,Airtel Payments Bank Limited,Data Scientist,3-6 Yrs,Not disclosed,"Bengaluru, Hyderabad, Gurgaon", Proficiency in Python or any other AI language of choice and minimum of 3 years of tota...,"Data Science ,NoSQL ,Algorithms ,Linux ,Business Modeling ,Artificial Intelligence ,Machine Learning ,Statistics ,"
1041,Jekson Vision Pvt Ltd,Engineer- Deep Learning,2-7 Yrs,"3,00,000 - 8,00,000 PA.",Ahmedabad(Ambli), Roles and Responsibilities :Develop state of the art algorithms in the fields of Image ...,"C++ ,Artificial Intelligence ,Image Processing ,Computer Vision ,Machine Learning ,Deep Learning ,"
1042,Jekson Vision Pvt Ltd,Engineer- Deep Learning,2-7 Yrs,"3,00,000 - 8,00,000 PA.",Ahmedabad(Ambli), Roles and Responsibilities :Develop state of the art algorithms in the fields of Image ...,"C++ ,Artificial Intelligence ,Image Processing ,Computer Vision ,Machine Learning ,Deep Learning ,"
1043,CarbyneTech India,Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,4-8 Yrs,Not disclosed,Hyderabad, Job Requirements : - Experience in research and development Hands-on experience in impl...,"Data Science ,Tensorflow ,R ,Artificial Intelligence ,Scala ,Time Series Forecasting ,Big Data ,Machine Learning ,"
1044,Fractal Analytics,Senior AI Engineer,4-6 Yrs,Not disclosed,Mumbai," Brief about Role & Team: As a Data scientist (Computer vision) , y ou will be responsib...","GIS ,deep learning ,Computer vision ,3D ,Machine learning ,Manager Technology ,Research ,Sensors ,"
1045,MNF MyNextFilm,"Data Science Lead Python, AI/ML",6-9 Yrs,Not disclosed,Delhi," You must also be an effective communicator, possess a high degree of passion for produc...","Computer science ,deep learning ,Operations research ,Process orientation ,data science ,Analytical ,Machine learning ,Hypothesis Testing ,"
1046,SEVEN MENTOR AND TRAINING PRIVATE LIMITED,Python Trainer,2-6 Yrs,"3,00,000 - 6,00,000 PA.",Pune," Should have strong knowledge in Python and Machine Learning, Data Science and AIMust be...","Data Science ,Communication Skills ,core python ,Artificial Intelligence ,Django ,Econometrics ,Machine Learning ,Statistics ,"
1047,CYBOSOL,Machine Learning/Artificial Intelligence Engineer,0-3 Yrs,Not disclosed,Trivandrum, tech or M. tech with some applied machine learning experienceDelivery of a previous AI ...,"IT Skills ,Python ,Machine Learning ,Artificial Intelligence ,Computer vision ,Coding ,Artificial Intelligence ,Machine learning ,"
1048,Cerence Operating Company ,Cerence is loooking For Lead Product Managers,14-18 Yrs,Not disclosed,Pune," Strong innovation skills and experience in building products with Data Science, Machine...","IT Skills ,Data Science ,Machine Learning ,Artificial Intelligence ,Project Management ,BPO ,project management ,Artificial Intelligence ,"
1049,TechCelX,AI Specialist,3-8 Yrs,Not disclosed,Noida," At TECHCELX, we are always on the look-out for individuals who are self-motivated, resu...","deep learning ,software ,prototyping ,Machine learning ,ui architect ,Infrastructure ,Manager Technology ,Animation ,"
1050,IIBM,Freshers/Internship/Trainee - Data Science / Machine Learning / AI,0-5 Yrs,Not disclosed,"United States (U.S), United Kingdom (U.K), Dubai/ UAE", whatsapp - Rohini- 8410755924 Mansi - 8755019090 Shivani - 8439011161 Required Freshers...,"Data Science ,r ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,Python ,Business Analysis ,"
1051,IIBM,Freshers/Internship/Trainee - Data Science/ Machine Learning / AI,0-5 Yrs,"4,00,000 - 5,00,000 PA.","Chennai, Bengaluru, Hyderabad", Call/whatsapp - Rohini- 8410755924 Mansi - 8755019090 Shivani - 8439011161 Required Fre...,"Data Science ,r ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,Python ,Business Analysis ,"
1052,Max Life Insurance Company Limited,Analyst,1-4 Yrs,Not disclosed,Gurgaon, You have been part of a team developing AI-Machine Learning technologies with a strong ...,"Data Science ,R ,Logistic Regression ,Artificial Intelligence ,AI ,Knn ,Machine Learning ,Deep Learning ,"
1053,AUTOINTELLI SYSTEMS PRIVATE LIMITED ,Looking For Machine Learning/deep Learning Engineer,4-6 Yrs,Not disclosed,Bengaluru(Whitefield), We are looking for an expert in machine learning to help us extract value from our data...,"Machine Learning ,hive ,pandas ,Artificial Intelligence ,Natural Language Processing ,SCALA ,pytorch ,keras ,"
1054,AssetOne,AI/Machine Learning Engineer - AssetOne,2-6 Yrs,Not disclosed,Pune, A certification in Machine Learning would be a plus. Knowledge of Algorithm Development...,"IT Skills ,Python ,Machine Learning ,Cloud ,AWS ,Azure ,Computer vision ,deep learning ,"
1055,Azine Web Technologies Pvt. Ltd.,Machine Learning Engineer,1-3 Yrs,"2,00,000 - more than 3,00,000 PA.",Ahmedabad," Must have good exposure and Understanding in API based architectures (Flask, Django, Ja...","Deep learning ,Pattern Recognition ,Opencv ,Artificial Intelligence ,Image Processing ,Neural Networks ,Computer Vision ,MATLAB ,"
1056,IIBM,Freshers/Internship/Trainee - Data Science/ Machine Learning / AI,0-5 Yrs,"4,00,000 - 5,00,000 PA.","Delhi NCR, Mumbai, Bengaluru", Call/whatsapp - Rohini- 8410755924 Mansi - 8755019090 Shivani - 8439011161 Required Fre...,"Data Science ,r ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,Python ,Business Analysis ,"
1057,Besant Technologies,Besant Technologies Online Part Time Trainer Job For Data Science,4-9 Yrs,"4,00,000 - 9,00,000 PA.","Chennai, Bengaluru, Hyderabad", JOB DESCRIPTION/JOB RESPONSIBILITIES: 1. He / She is required to deliver end-to-end tra...,"Data Science ,Artificial Intelligence ,Machine Learning ,Deep Learning ,Python ,"
1058,MJ Softtech India Pvt. Ltd.,SOTWARE ENGINEER (AI / NLP) ,3-8 Yrs,Not disclosed,Kochi," SOTWARE ENGINEER (AI / NLP)Open or Close Experienced in AI, Natural language processing...","bca ,development ,Email ,Tools ,Telecommunication ,mca ,application architecture ,Open ,"
1059,Spectrum Consultants India Pvt Ltd.,Deep Learning R & D Engineer ( Compilers ),5-10 Yrs,Not disclosed,Bengaluru, Experience and knowledge of deep learning frameworks such as TensorFlow and Pytorch a p...,"deep learning ,C++ ,data science ,Artificial Intelligence ,Machine learning ,Infrastructure ,Programming ,Silicon ,"
1060,Global Talent Pool,Artificial Intelligence Engineer,2-5 Yrs,Not disclosed,Bengaluru, Experience and Strong Understanding of Computer Vision and Image Processing is a Must. ...,"rest ,algorithms ,Computer vision ,deep learning ,python ,Image processing ,Artificial Intelligence ,Machine learning ,"
1061,Target Corporation India Pvt Ltd,Opportunities with Target II Machine Learning Engineer,7-12 Yrs,"35,00,000 - 45,00,000 PA.",Bengaluru, About this Opportunity The Target Technology Services (TTS) team designs and creates in...,"IT Skills ,Java ,Python ,Software Development ,Testing ,Machine Learning ,DevOps ,Artificial Intelligence ,"
1062,Cunesoft,Software Developer - NLP /machine Learning/ Data Science,3-5 Yrs,Not disclosed,Bengaluru," The individual should be self-motivated, creative and proactive, to work successfully i...","IT Skills ,Java ,Python ,Cloud ,Project Management ,Product Management ,Azure ,BPO ,"
1063,Constems-AI Systems Private Limited,Software Developer,2-5 Yrs,Not disclosed,Noida, Constems AI Consultant / Intern / Contractual positions (Machine Learning / AI) Bachelo...,"IT Skills ,Python ,Machine Learning ,Artificial Intelligence ,Computer science ,Computer vision ,deep learning ,C++ ,"
1064,D Cube Analytics,Principal Consultant  -  Data Science,10-12 Yrs,Not disclosed,Bengaluru," Principal Consultant Data Science Bangalore, Karnataka No. of positions 1 1 Job Duratio...","Computer science ,deep learning ,C++ ,data science ,Neural networks ,Analytical ,Machine learning ,Data analytics ,"
1065,newAmps consulting pvt. ltd.,Data Science Intern,0-3 Yrs,Not disclosed,Kolkata, Data Science Intern Title Data Science Intern Stipend As per the industry standard Loca...,"data science ,Intern ,Artificial Intelligence ,Machine learning ,Javascript ,Natural language processing ,Internship ,Python ,"
1066,Spectrum Consultants India Pvt Ltd.,Artificial Intelligence/Machine learning/Data Science,6-11 Yrs,Not disclosed,Bengaluru," Proven work experience in Modern C++ (C++11 / 14/17), minimum of 3 yearsKnowledge and e...","deep learning ,C++ ,JIT ,data science ,Coding ,Neural networks ,Artificial Intelligence ,Machine learning ,"
1067,Spectrum Consultants India Pvt Ltd.,Artificial Intelligence/Machine learning/Data Science,6-12 Yrs,Not disclosed,Bengaluru," Proven work experience in Modern C++ (C++11 / 14/17), minimum of 3 yearsKnowledge and e...","deep learning ,C++ ,JIT ,data science ,Coding ,Neural networks ,Artificial Intelligence ,Machine learning ,"
1068,Spectrum Consultants India Pvt Ltd.,Artificial Intelligence/Machine learning/Data Science,10-15 Yrs,Not disclosed,Bengaluru, You will be working on cutting edge problems in Deep Learning for Client AI Accelerator...,"deep learning ,C++ ,Lead Architect ,JIT ,Coding ,Neural networks ,Artificial Intelligence ,Machine learning ,"
1069,Spectrum Consultants India Pvt Ltd.,Artificial Intelligence/Machine learning/Data Science,6-11 Yrs,Not disclosed,Bengaluru, You will be working on cutting edge problems in Deep Learning for Client AI Accelerator...,"deep learning ,C++ ,JIT ,data science ,Coding ,Neural networks ,Artificial Intelligence ,Machine learning ,"
1070,PNR Software Solutions Private Limited,AI / Machine Learning / Deep Learning_Kolkata,3-6 Yrs,Not disclosed,Kolkata, AI / Machine Learning / Deep Learning_Kolkata Job Description Responsibilities : Study ...,"algorithms ,Statistical analysis ,code ,software ,Artificial Intelligence ,Data structures ,research ,software architecture ,"
1071,Cunesoft,Software Developer - NLP/ Machine Learning/ Data Science,3-5 Yrs,Not disclosed,Bengaluru," The individual should be self-motivated, creative and proactive, to work successfully i...","IT Skills ,Java ,Python ,Cloud ,Project Management ,Product Management ,Azure ,BPO ,"
1072,Spectrum Consultants India Pvt Ltd.,Artificial Intelligence/Machine learning/Data Science,8-13 Yrs,Not disclosed,Bengaluru," Master s or PhD in computer science, electrical engineering or related fields (statisti...","Computer science ,Electrical engineering ,deep learning ,Literature ,data science ,Artificial Intelligence ,Machine learning ,Silicon ,"
1073,AUTOINTELLI SYSTEMS PRIVATE LIMITED ,Looking For Machine Learning/deep Learning Engineer,4-6 Yrs,Not disclosed,Bengaluru(Whitefield), We are looking for an expert in machine learning to help us extract value from our data...,"Machine Learning ,hive ,pandas ,Artificial Intelligence ,Natural Language Processing ,SCALA ,pytorch ,keras ,"
1074,Gloify,Computer Vision Deep Learning Developer,1-4 Yrs,Not disclosed,Bengaluru," Description Skills Required Machine Learning (ML), Artificial Intelligence (AI), undefi...","Computer vision ,deep learning ,Artificial Intelligence ,GMM ,Machine learning ,Signal processing ,Deployment ,Doe ,"
1075,D Cube Analytics,Data Science Lead,10-12 Yrs,Not disclosed,Bengaluru," Degree in applied math, statistics, machine learning or computer science. PhD MS is pre...","Computer science ,deep learning ,C++ ,data science ,Neural networks ,Analytical ,Machine learning ,Data analytics ,"
1076,Sankhkyiki Robotics,AI / Robotics Intern,0-1 Yrs,Not disclosed,Mumbai, Responsibilities Work on different exercises on AI/ Robotics concepts and tools Create ...,"Computer vision ,Intern ,Coding ,Artificial Intelligence ,Machine learning ,Natural language processing ,Robotics ,"
1077,D-Cube Analytics Private Limited ,Principal Consultant- Data Science,6-10 Yrs,"15,00,000 - 25,00,000 PA.","Chennai, Bengaluru", 10 years of professional experience is required PhD/ MS is preferred Experience in appl...,"Tensorflow ,Algorithms ,Machine Learning ,IT Skills ,Python ,Machine Learning ,Cloud ,AWS ,"
1078,Innoplexus,CUDA Developer,4-5 Yrs,Not disclosed,Pune, Overall 4- 5 years of working experience with hands- on 2 years experience as a CUDA de...,"Computer vision ,deep learning ,advanced analytics ,Artificial Intelligence ,Network analysis ,Machine learning ,Programming ,Life sciences ,"
1079,Krea University,Assistant Professor Data Science & Information Systems,2-5 Yrs,Not disclosed,chittoor, Responsibilities: The faculty member will be responsible for teaching MBA and PhD cours...,"Computer science ,deep learning ,data science ,Data management ,RDBMS ,Machine learning ,Assistant Professor ,Research ,"
1080,Bloom Consulting Services,JD1196  -  AI Engineer,2-7 Yrs,Not disclosed,Bengaluru, JD1196 - AI Engineer,"Computer vision ,deep learning ,Solution design ,Automation ,Image processing ,Django ,Consulting ,Machine learning ,"
1081,Bigshyft Hiring for Trell,Data Scientist,4-6 Yrs,"18,00,000 - 30,00,000 PA.",Bengaluru," 4+ years of relevant experience applying Machine Learning, statistics, text mining, soc...","Scala ,Big Data ,Statistical Modelling ,Natural Language Processing NLP ,Python ,"
1082,M/s Gi Human Resources And Services Pvt. Ltd. ,Associate Data Scientist-Bangalore,2-4 Yrs,"6,00,000 - 10,00,000 PA.",Bengaluru, As an Associate you will be responsible for a wide range of opportunities to ensure you...,"Data Science ,R ,SAS ,Classification ,Hadoop ,Time Series ,Big Data ,Tableau ,"
1083,Quantified HR pvt ltd,Data Scientist- Industrial IoT,10-15 Yrs,Not disclosed,Bengaluru," On behalf of out client, a Managed Services IT Company that's been around for over 30 y...","Data Science ,Data Anlytics ,Cloud ,manufacturing ,Machine Learning ,IoT ,"
1084,Itgyani.com,Senior Associate/Project Leader - Decision Science - Axtria Tools - IT,3-8 Yrs,Not disclosed,"Bengaluru, Gurgaon Gurugram, Noida"," ELIGIBILITY CRITERIA: - BTECH, MBA, Post Graduate in Statistics, Economics, Operation R...","Data Science ,Artificial Intelligence ,Data Management ,Statistical Modeling ,Statistics ,Machine Learning ,Analytics ,Predictive Analytics ,"
1085,Itgyani.com,Sr Associate/ Project Leader - Decision Science - Axtria Tools - IT,15-25 Yrs,Not disclosed,"Bengaluru, Gurgaon Gurugram, Noida"," ELIGIBILITY CRITERIA: - BTECH, MBA, Post Graduate in Statistics, Economics, Operation R...","Data Science ,Artificial Intelligence ,Data Management ,Statistical Modeling ,Statistics ,Machine Learning ,Analytics ,Predictive Analytics ,"
1086,Bigshyft Hiring for Tricog Health,Senior Data Scientist,6-9 Yrs,"22,50,000 - 30,00,000 PA.",Bengaluru, Bachelors degree will be considered with strong experienceMasters in Electrical Enginee...,"C++ ,Machine Learning ML ,Deep Learning ,Python ,"
1087,Adept Global,Senior Data Scientist - R & Statistics & Spark,3-6 Yrs,Not disclosed,Bengaluru, Bachelor s/ Master s degree in business / statistics / mathematics / engineering with p...,"Data Science , Machine Learning ,R ,Data Scientist ,Scala ,Spark ,Statistics ,Analytics ,"
1088,CITIS Infotech,Computer Science Trainer and Faculty,2-4 Yrs,"3,75,000 - 6,00,000 PA. (Including Variable: 15.0%)",Nasik, Candidates with prior teaching experience along with experience in IT certification exa...,"Cyber Security ,Artificial Intelligence ,Machine Learning ,Teaching ,Data Science ,Cloud Computing ,Cyber Forensics ,University ,"
1089,Itgyani.com,Senior Associate/ Project Leader - Decision Science - Axtria Tools- IT,9-14 Yrs,Not disclosed,"Bengaluru, Gurgaon Gurugram, Noida"," ELIGIBILITY CRITERIA: - BTECH, MBA, Post Graduate in Statistics, Economics, Operation R...","Data Science ,Artificial Intelligence ,Data Management ,Statistical Modeling ,Statistics ,Machine Learning ,Analytics ,Predictive Analytics ,"
1090,Excelra Knowledge Solutions Private Limited,Automation Ops Developer (RPA),3-5 Yrs,Not disclosed,India," Should be flexible to work in shifts, extend as needed to provide complete support duri...","Business Process Management ,Regression Testing ,Ibm Bpm ,Automation Anywhere ,Impact Analysis ,Artificial Intelligence ,Bot ,Natural Language Processing ,"
1091,ARIMON DIGILYTICS PRIVATE LIMITED,Senior Python Developer,4-6 Yrs,Not disclosed,Gurgaon," We are looking for Python developers for the Data Science team at Digilytics, who have ...","Databases ,Data Modeling ,Python ,Data Science ,async ,Azure ,Multithreading ,Unit Testing ,"
1092,Mirabel Technologies Pvt. Ltd.,Python Developer - AWS/Flask/Django,1-2 Yrs,Not disclosed,Hyderabad, Team spirit and Good problem-solving skillsRequirements : Minimum 2-4 plus years of sol...,"Linux OS ,Django ,Data Mining ,MongoDB ,Algorithm ,AWS ,ELK Stack ,Machine Learning ,"
1093,Intertrust Group,Python Developer,2-5 Yrs,Not disclosed,Bengaluru, Roles & Responsibilities: Work on large data sets and interpret meaningful inferences. ...,"Computer science ,Front end ,HP data protector ,RDBMS ,Machine learning ,Javascript ,HTTP ,Financial services ,"
1094,PEOPLE STAFFING SOLUTIONS,Senior Data Scientist,9-14 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Hyderabad"," Understanding for data, schema, data model, machine learning and how to bring efficienc...","r ,python ,Excel ,data science ,spark ,Machine learning ,Statistical Modeling ,data scientist ,"
1095,M/s Gi Human Resources And Services Pvt. Ltd. ,Associate/Sr Associate Data Scientist - Only Immediate Joiners/15 days,2-6 Yrs,Not disclosed,Bengaluru," Understanding of software development methodologies (Agile essential), values, and proc...","R ,Project Management ,SAS ,Linear Regression ,Time Series ,Tableau ,Machine Learning ,Deep Learning ,"
1096,Micron Semiconductor Asia Pte Ltd,Business Intelligence Analyst,3-5 Yrs,Not disclosed,Hyderabad, Roles and ResponsibilitiesAs a GP Business Intelligence Analyst at Micron Technology In...,"Airflow ,Business Intelligence , Power BI , Python ,Data Analysis ,Data Visualization ,SQL Queries ,Tableau ,"
1097,Accenture Solutions Pvt Ltd,Python Programming Language Application Developer,6-8 Yrs,Not disclosed,Bengaluru, Educational Qualification : Grad / post grad- B Stat / M Stat/ B Tech / B E / Post Grad...,"Business process ,GIT ,data science ,Architecture ,Django ,Debugging ,Consulting ,Agile ,"
1098,Applied Materials,Data Scientist,4-7 Yrs,Not disclosed,Bengaluru, Roles and ResponsibilitiesJob ExpectationsThe Data Scientist job expectations typically...,"Multivariate Analysis ,R , Data Scientist ,Data Analysis ,Unix Shell Scripting ,Data Visualization ,Statistical Analysis ,Statistics ,"
1099,Michelin India  Tamilnadu Tyres Pvt Ltd,Manager - Data Scientist,4-8 Yrs,Not disclosed,Pune, Ensures the sharing of good practices (internally and externally),"Data analysis ,Powerpoint ,"
1100,Larsen & Toubro Infotech Limited,Business Analyst,6-7 Yrs,Not disclosed,Hinjewadi," Should take responsibilities tracking deliverable, taking ownership on deliverable in a...","Data analysis ,metadata ,Interpersonal skills ,Project implementation ,SAS ,SQL database ,Master data management ,Analytical ,"
1101,Nablasol Digital Services Pvt Ltd ,Business Analyst,2-5 Yrs,Not disclosed,Delhi NCR, The candidate should have a knack for improving business processes and suggesting softw...,"Data Analysis ,Data Analytics ,Business Analysis ,SQL ,"
1102,Gartner,Business Intelligence Analyst,3-8 Yrs,Not disclosed,Gurgaon, Responsibilities: Work with business stakeholders to identify business intelligence nee...,"Computer science ,Data dictionary ,Data analysis ,Data management ,data visualization ,Business intelligence ,Analytics ,SQL ,"
1103,Fareportal India Pvt Ltd.,Opening with Fareportal For Business Intelligence Analyst,4-8 Yrs,Not disclosed,Gurgaon," Bachelors degree in technical or analytical field, or other fields with related work ex...","Business Intelligence ,Power Bi ,BI tools ,product analyst ,Data Analysis ,Data Profiling ,Dashboards ,Data Analytics ,"
1104,Accenture Solutions Pvt Ltd,Senior Analyst-Data Maintenance,5-8 Yrs,Not disclosed,Bengaluru, You will have to perform discrepancy review & perform Self-Evident Corrections per DRP ...,"Test scripts ,Senior Analyst ,Reconciliation ,Consulting ,Database ,Manual ,Client relationship ,Individual Contributor ,"
1105,Accenture Solutions Pvt Ltd,Senior Analyst-Data Maintenance,5-8 Yrs,Not disclosed,Hyderabad, You will have to perform discrepancy review & perform Self-Evident Corrections per DRP ...,"Test scripts ,Senior Analyst ,Reconciliation ,Consulting ,Database ,Design development ,Manual ,Individual Contributor ,"
1106,"Aegis School of Business, Data Science, Cyber Security and Telecommunication",Assistant Professor/Research Scholars/Adjunct Faculty,2-7 Yrs,Not disclosed,"Mumbai, Thane, Bengaluru", Aegis highly encourages its faculties to contribute to the curriculum development proce...,"Professor Activities ,Lecturer Activities ,Research Analysis ,Natural Language Processing ,Instructing ,Machine Learning ,Statistical Analysis ,Deep Learning ,"
1107,Leena AI,Machine Learning Engineer ,5-10 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Gurgaon, Hyderabad"," Requirements• Strong understanding of linear algebra, optimization, probability, statis..."," machine learning , Keras , data science methodology , data scientist , DNN , NLP architecture , model selection , Django ,"
1108,DEWII,Data Scientist,2-7 Yrs,Not disclosed,Gurgaon," You must be a storyteller and passionate about Machine Learning, Deep Learning, Compute...","Hospitality ,Computer vision ,deep learning ,Machine learning ,Manager Technology ,Facility management ,Monitoring ,SQL ,"
1109,Applied Materials,Machine Learning Engineer,5-7 Yrs,Not disclosed,Bengaluru, Roles and ResponsibilitiesOur Team The team is looking for Algorithm Developers with so...,"Pytorch ,Tensorflow ,Object Detection ,Cnn ,Image Processing ,Keras ,Computer Vision ,Machine Learning ,"
1110,NISC Exports Services  Ltd,Data Scientist/NLP Engineer,2-7 Yrs,Not disclosed,Hyderabad," Bachelors / Master?s degree in Computer Science, or related technical field Experience ...","Computer science ,Automation ,metadata ,Publishing ,Machine learning ,ROC ,Agile ,Natural language processing ,"
1111,Sense Talent Labs,Senior Machine Learning Engineer,5-10 Yrs,Not disclosed,Bengaluru," We're looking for NLP engineers and data scientists, particularly those with an interes...","Training ,deep learning ,Backend ,Machine learning ,Data Processor ,Natural language processing ,Analytics ,interview scheduling ,"
1112,Sense Talent Labs,Sr. Machine Learning Engineer,5-10 Yrs,Not disclosed,Bengaluru, Job Description We care deeply about the success of our customers and strive to help th...,"Training ,deep learning ,Backend ,Machine learning ,Natural language processing ,Analytics ,interview scheduling ,SQL ,"
1113,Blue Sky Analytics,Data Scientist,1-6 Yrs,Not disclosed,Gurgaon, Responsibilities : Develop dataframes automated pipelines of merging and cleaning data ...,"IT Skills ,Python ,Data Science ,Machine Learning ,AWS ,Tableau ,GIS ,Computer science ,"
1114,Griffyn Robotech Pvt Ltd,Data Scientist Urgent Hiring,2-5 Yrs,Not disclosed,Pune," -2-4 yrs relevant -Hands on with Python, Machine Learning -Strong with NLP, Text Proces...","Natural Language Processing ,API ,Tableau ,Machine Learning ,Deep Learning ,Python ,SQL ,"
1115,Wolters Kluwer India Pvt Ltd,Hiring Senior Product Software Engineer- Machine Learning,3-8 Yrs,Not disclosed,Pune(Kalyani Nagar)," Graduate degree (MS or PhD) in Computer Science, Engineering, Mathematics or equivalent...","SciPy ,transformers ,Azure ,scikit-learn ,anaconda ,MLflow ,Machine Learning ,Deep Learning ,"
1116,CareerXperts Consulting,Core Computer Science Research Engineers CGPA,1-6 Yrs,Not disclosed,Bengaluru, You will get to work with a highly dynamic and focused team which consists of graduates...,"Computer science ,Cloud computing ,Networking ,Machine learning ,Information retrieval ,Predictive modeling ,Natural language processing ,Data mining ,"
1117,UiPath Robotic Automation Process India Pvt Ltd,Data Scientist,8-13 Yrs,Not disclosed,Bengaluru, Post Graduate Graduate in computer science or a related fieldStrong knowledge and 3-5 y...,"IT Skills ,Java ,Python ,Software Development ,Testing ,Machine Learning ,Cloud ,Big Data ,"
1118,Clickscient India Private Limited ,Internship Opportunities - Data Science(IIT/NIT/XLRI/IIM)!!,0-1 Yrs,Not disclosed,Chennai, Use data analyses and statistical techniques to develop solutions to improve customer e...,"Data Science ,NLP ,Computer Vision ,"
1119,Omega Healthcare Management Services Pvt. Ltd.,Team Lead -data Science| Omega Healthcare | Bangalore| Video Interview,7-12 Yrs,"14,00,000 - 24,00,000 PA.",Bengaluru(Wind Tunnel Road), Should have capability to work independently and achieve good resultsShould have 3+ yea...,"IT Skills ,Python ,Data Science ,Machine Learning ,Cloud ,AWS ,Azure ,Data Science ,"
1120,Dream Inc,SVP - Data Science,5-15 Yrs,Not disclosed,Mumbai," Previous experience in building end-to-end machine learning pipelines, including algori...","Computer vision ,nginx ,cassandra ,MySQL ,Machine learning ,MongoDB ,Open source ,RPM ,"
1121,HRDevi Talent Acquisition,Natural language processing engineer,5-11 Yrs,Not disclosed,"Mysore, Bengaluru"," To succeed in this role, you should possess outstanding skills in statistical analysis,...","data science ,Machine learning ,Natural language processing ,"
1122,Codersarts,Data Scientist,3-7 Yrs,Not disclosed,Noida," Role and Responsibilties Designing and implementing machine learning, information extra...","IT Skills ,Python ,Machine Learning ,Computer vision ,deep learning ,Prototype ,Neural networks ,Analytical ,"
1123,Techstar Software Development India Pvt. Ltd.,Data Science Engineer - R/Python,3-6 Yrs,Not disclosed,Bengaluru, Who can join Immediate - 20 days is only preferred,"R ,LSTM , IBM SPSS , Python ,TensorFlow/Keras ,Deep Learning  ,Pyspark  ,ML models  ,"
1124,QuillBot,Research Scientist,3-8 Yrs,Not disclosed,Jaipur, Has a Masters degree and / or PhD with relevant experience in the fields of Natural Lan...,"Training ,deep learning ,C++ ,Translation ,Networking ,Machine learning ,Deployment ,Natural language processing ,"
1125,Geakminds Technologies Private Limited,Technical Project Manager- Data Science | GeakMinds | Chennai,8-13 Yrs,Not disclosed,Chennai, Azure Cloud certification will be a plusShould be flexible to work in US time zone and ...,"Azure ,Data Engineering ,Web Technologies ,SQL Queries ,Machine Learning ,Deep Learning ,PyTorch ,Project Management ,"
